Name,Team,Pos,mlbam,Age,Draft,Highest Level,B/T,Hgt/Wgt,Rank,Avg,Athletic,Baseball America,Baseball HQ,Baseball Prospectus,CBS Sports,Dynasty Dugout,ESPN,Fangraphs,Fantasy Alarm,Fantasy Roundup,Fantasy Six Pack,Fantrax HQ,Imaginary Brick Wall,Just Baseball,MLB Pipeline,NBC Sports,Pitcher List,Prospect 361,Prospects Live,Razzball,Roto- Baller,Roto- Prospects,Rotowire,TJStats,Upside Prospect
"Crawford, Reggie",SF,1B,686846,25.3,2022 #30,A+,L/L,"6'4"" 235",976,363.36,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Molina, Mason",STL,P,695766,22.7,2024 #215,A+,R/L,"6'2"" 230",976,363.36,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,567,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Simon, Jhon",TEX,3B,829979,18.2,2025 FA,R,R/R,"5'11"" 210",978,363.40,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,523,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Ramos, Wilkin",SF,P,678576,25.4,2017 FA,AAA,R/R,"6'5"" 165",978,363.40,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,568,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Halpin, Petey",CLE,OF,690984,23.8,2020 #95,MLB,L/R,"5'11"" 200",980,363.44,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Hernandez, Alexis",TOR,OF,692562,23.5,2019 FA,A+,R/R,"6'1"" 210",980,363.44,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,569,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Sears, Brett",ATL,P,822412,25.9,2024 #221,AAA,R/R,"6'0"" 205",982,363.48,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,570,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Romo, Drew",CHW,C,691011,24.6,2020 #35,MLB,S/R,"6'1"" 205",983,363.52,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Taylor, Zane",ATH,P,823990,23.8,2025 #141,AAA,R/R,"6'0"" 200",983,363.52,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,526,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Miller, Cole",ATH,P,800612,20.9,2023 #103,A,R/R,"6'6"" 226",983,363.52,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,571,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Freeman, Cody",TEX,3B,683227,25.2,2019 #115,MLB,R/R,"5'8"" 180",986,363.56,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,527,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Angeles, Euribiel",ATH,3B,683494,23.9,2018 FA,AAA,R/R,"5'11"" 175",986,363.56,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,572,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Boone, Rodney",CLE,P,674868,26.0,2021 #246,AA,L/L,"6'1"" 195",988,363.60,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,573,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Encarnacion, Freili",BOS,3B,703175,21.2,2022 FA,A+,R/R,"6'2"" 181",989,363.64,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Kulasingam, Sam",KC,1B,814528,24.7,2024 #377,A+,S/R,"6'2"" 185",989,363.64,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,574,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Graterol, Fernando",CHW,C,836608,17.5,2026 FA,,R/R,"6'1"" 185",991,363.68,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,530,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Valencia, Esmil",MIA,OF,806982,20.5,2023 FA,A,R/R,"5'10"" 182",991,363.68,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Myers, Kole",LAD,OF,801887,25.2,2024 #280,AA,L/R,"6'0"" 195",991,363.68,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,575,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Sullivan, Liam",WAS,P,807715,23.9,2023 #375,A,L/L,"6'6"" 255",994,363.72,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,576,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Cruz, Trei",DET,OF,669360,27.7,2020 #73,AAA,S/R,"6'1"" 204",995,363.76,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Walsh, Michael",PIT,P,805315,25.2,2022 #260,AA,R/R,"6'2"" 195",995,363.76,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,577,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Andujar, Ashly",COL,SS,815903,18.7,2024 FA,R,S/R,"6'1"" 163",997,363.80,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Penney, Jack",DET,SS,802599,23.6,2024 #147,A+,L/R,"6'1"" 190",997,363.80,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Schomberg, Will",MIA,P,801696,25.2,2023 FA,AA,R/R,"5'10"" 190",999,363.84,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,579,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Colina, Jose",,C,822207,17.5,Unsigned,,L/R,"5'11"" 170",1000,363.92,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,536,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Perdomo, Jose",ATH,C,836620,16.9,2026 FA,,R/R,"5'11"" 155",1001,363.96,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,537,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Wall, Cory",ATL,P,696505,26.0,2023 #249,AA,R/R,"6'4"" 230",1001,363.96,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,582,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Morris, Mason",CIN,P,702568,22.6,2025 #83,A,R/R,"6'4"" 225",1003,364.00,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,538,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Edwards, Garrett",TB,P,801435,24.2,2023 #333,A+,R/R,"6'5"" 218",1003,364.00,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,583,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Brewer, Hoss",NYM,P,804546,25.1,2024 FA,A+,L/R,"6'4"" 205",1005,364.04,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,584,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Bowman, Cooper",ATH,2B,688682,26.2,2021 #122,AAA,R/R,"6'0"" 205",1006,364.08,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Arroyo, Chris",MIA,1B,701360,21.5,2025 #139,A,L/L,"6'2"" 225",1006,364.08,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,540,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Sosa, Thomas",BAL,OF,800449,21.2,2022 FA,AA,L/L,"6'3"" 160",1006,364.08,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Levenson, Zach",STL,OF,804241,24.1,2023 #158,AA,R/R,"6'0"" 211",1006,364.08,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,585,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Cimillo, Nick",PIT,C,701177,26.1,2022 #470,AA,R/R,"6'3"" 220",1010,364.12,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,586,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Snelsire, Hayden",TB,P,814388,25.2,2023 #513,A+,R/R,"6'3"" 205",1011,364.16,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,587,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Jones, Jared",PIT,1B,702262,22.7,2025 #263,A+,R/R,"6'4"" 246",1012,364.20,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,543,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Thach, Tanner",COL,1B,805880,22.0,2025 #227,A,L/L,"6'4"" 225",1013,364.24,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,544,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Dickey, Jared",ATH,OF,801406,24.1,2023 #319,AA,L/R,"6'0"" 205",1013,364.24,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,589,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Appenzeller, Cameron",,P,828258,19.2,Unsigned,,L/L,"6'5"" 190",1015,364.28,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Veras, Wilfred",CHW,OF,691442,23.4,2019 FA,AA,R/R,"6'1"" 240",1015,364.28,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"De Leon, Edgardo",MIA,3B,821279,19.1,2024 FA,R,R/R,"6'0"" 170",1015,364.28,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,545,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"George, Drake",SF,P,825095,24.5,2024 #388,A,R/R,"6'1"" 184",1015,364.28,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,590,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Phillips, Connor",CIN,P,683175,24.9,2020 #64,MLB,R/R,"6'2"" 209",1019,364.32,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Solano, Warel",TB,SS,829046,18.5,2025 FA,R,R/R,"6'2"" 165",1019,364.32,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,546,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Henriquez, Yonatan",NYM,SS,800257,21.5,2022 FA,A+,S/R,"5'10"" 185",1019,364.32,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,591,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Girton, Brendan",NYM,P,694858,24.4,2024 #293,AA,R/R,"6'1"" 217",1022,364.36,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Hill, Luke",CLE,3B,702619,22.0,2025 #132,A,R/R,"6'1"" 200",1022,364.36,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,547,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Niman, Dominic",TB,P,823116,25.6,2024 #546,A,L/L,"6'3"" 220",1022,364.36,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,592,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Paulino, Eddinson",TOR,SS,682796,23.7,2018 FA,AA,L/R,"5'10"" 155",1025,364.40,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Williams, Dixon",ATL,2B,703483,22.3,2025 #136,A,L/R,"6'2"" 210",1025,364.40,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,548,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Gabbert, Matt",MIN,P,814290,23.7,2023 FA,A+,L/R,"6'4"" 200",1025,364.40,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,593,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Goodwin, Nick",TOR,2B,800959,24.6,2023 #214,A+,R/R,"6'1"" 215",1028,364.44,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,594,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Fregio, Dariel",DET,P,829338,25.9,2025 FA,A+,R/R,"6'2"" 208",1029,364.48,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,595,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Thorpe, Drew",CHW,P,689672,25.5,2022 #61,MLB,L/R,"6'4"" 220",1030,364.52,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Pagliarini, Charlie",SEA,3B,813860,25.3,2023 #577,A+,L/R,"6'2"" 210",1030,364.52,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,596,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Cappe, Yiddi",MIA,SS,691268,23.5,2021 FA,AA,R/R,"6'3"" 175",1032,364.56,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Melburne, Ezequiel",LAD,SS,836606,16.8,2026 FA,,S/R,"6'3"" 170",1032,364.56,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,552,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Peterson, Austin",CLE,P,804926,26.5,2022 #271,AAA,R/R,"6'6"" 234",1034,364.60,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Pio, Alexandel",PIT,SS,822259,17.2,2026 FA,,R/R,"6'2"" 170",1034,364.60,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,553,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Flanagan, Ethan",CHC,P,701579,23.8,2023 #506,A,L/L,"6'3"" 205",1034,364.60,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,598,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Mesa, Michael",TOR,OF,836607,17.3,2026 FA,,L/L,"6'2"" 209",1037,364.64,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,554,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Rodriguez, Moises",DET,P,685481,24.1,2019 FA,A+,R/R,"6'2"" 170",1037,364.64,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,599,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Gray, CJ",LAA,P,832457,19.2,2025 #140,,R/R,"6'2"" 205",1039,364.76,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,557,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Fernandez, Jose",ARI,SS,699912,22.5,2021 FA,AAA,R/R,"6'3"" 165",1039,364.76,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Martin, Walker",SF,SS,806152,22.1,2023 #52,A,L/R,"6'2"" 188",1041,364.84,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Hynes, Will",CLE,P,807077,18.7,2025 #70,,R/R,"6'2"" 180",1042,364.96,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Vargas, Echedry",MIA,SS,800448,21.1,2022 FA,A+,R/R,"5'11"" 170",1043,365.00,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Melendez, Gustavo",PIT,SS,828116,18.4,2025 #113,,L/R,"5'8"" 160",1043,365.00,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,563,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Hughes, CJ",MIL,SS,834620,18.5,2025 #335,,S/R,"6'1"" 155",1045,365.04,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,564,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Smith, Parker",HOU,P,809789,23.1,2024 #131,A,R/R,"6'4"" 230",1046,365.08,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Geraldo, Johan",CHC,SS,837852,17.0,2026 FA,,R/R,"6'1"" 164",1047,365.12,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Arias, Randy",HOU,SS,836599,17.4,2026 FA,,R/R,"5'11"" 155",1048,365.20,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,568,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Jimenez, Antonio",NYM,SS,806128,21.8,2025 #102,A,R/R,"6'1"" 200",1048,365.20,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Urena, Engelth",NYY,C,800246,21.6,2022 FA,A+,R/R,"5'11"" 196",1050,365.24,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Parra, Juan",PHI,SS,832324,17.3,2026 FA,,S/R,"6'1"" 186",1050,365.24,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,569,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Gallego, Ruben",ARI,SS,836618,17.4,2026 FA,,S/R,"6'1"" 160",1052,365.28,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,570,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Davenport, Aaron",CLE,P,702126,25.7,2021 #186,AAA,R/R,"6'0"" 185",1053,365.32,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Gelof, Zake",LAD,3B,695372,24.1,2023 #60,A+,R/R,"6'0"" 195",1054,365.36,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Espinosa, Romeli",PHI,SS,829089,17.8,2025 FA,R,R/R,"6'4"" 169",1055,365.44,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Gonzalez, Wikelman",CHW,P,682790,24.0,2018 FA,MLB,R/R,"6'0"" 220",1056,365.48,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Coronil, Deivid",SD,SS,829060,18.5,2025 FA,R,S/R,"6'3"" 162",1057,365.52,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Rangel, Jonathan",MIL,SS,821158,19.1,2024 FA,R,L/R,"5'9"" 176",1058,365.60,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Hurtado, Victor",WAS,OF,815900,18.8,2024 FA,R,L/L,"6'3"" 175",1059,365.68,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Mariano, Reyli",LAD,2B,821697,19.4,2024 FA,R,S/R,"5'7"" 140",1060,365.72,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Green, Rodney Jr.",ATH,OF,701587,23.0,2024 #104,A+,L/L,"6'3"" 210",1060,365.72,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Gomez, Yorman",CLE,P,691414,23.4,2019 FA,AA,R/R,"5'11"" 200",1062,365.80,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Martinez, Juan",MIL,SS,821197,18.9,2024 FA,R,S/R,"5'11"" 170",1063,365.92,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Charles, Austin",KC,SS,800051,22.4,2022 #595,A+,R/R,"6'5"" 215",1064,366.00,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Pena, Dameury",MIN,SS,808365,20.6,2023 FA,A,R/R,"5'10"" 150",1065,366.08,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Weston, Cameron",BAL,P,687721,25.6,2022 #227,AAA,R/R,"6'2"" 215",1066,366.16,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Pineda, Leonardo",TB,OF,815904,18.9,2024 FA,R,R/R,"5'11"" 185",1067,366.20,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Callihan, Tyler",PIT,OF,682997,25.8,2019 #85,MLB,L/R,"5'11"" 205",1068,366.28,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Kling, Paxton",TEX,OF,702265,22.8,2025 #205,A+,R/R,"6'2"" 210",1069,367.92,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Marsee, Jakob",MIA,OF,805300,24.7,2022 #180,MLB,L/L,"6'0"" 180",1070,370.20,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Osuna, Alejandro",TEX,OF,696030,23.5,2020 FA,MLB,L/L,"5'9"" 185",1071,376.68,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Fernandez, Yanquiel",NYY,OF,692585,23.2,2019 FA,MLB,L/L,"6'2"" 198",1071,376.68,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Floyd, Ty",CIN,P,692226,24.6,2023 #38,A,R/R,"6'2"" 200",1071,376.68,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Taylor, Nelly",BOS,OF,807511,23.2,2023 #328,A+,L/L,"6'0"" 180",1071,376.68,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Milone, Brennan",ATH,1B,686810,24.9,2022 #184,AAA,R/R,"6'1"" 198",1071,376.68,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Cruz, Ronny",WAS,SS,826723,19.6,2024 #90,R,R/R,"6'2"" 170",1071,376.68,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Tineo, Oscar",DET,SS,837690,17.1,2026 FA,,S/R,"6'1"" 167",1071,376.68,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Prieto, Cesar",STL,2B,693409,26.9,2022 FA,MLB,L/R,"5'9"" 195",1071,376.68,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Lugo, Matthew",LAA,OF,683090,24.9,2019 #69,MLB,R/R,"6'0"" 190",1071,376.68,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Sanders, Will",CHC,P,691739,24.0,2023 #113,AAA,L/R,"6'6"" 230",1071,376.68,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Hartman, Eric",ATL,OF,807080,19.8,2024 #611,A,L/R,"6'1"" 185",1071,376.68,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
